Mass [kg],CM-X [m],CM-Y [m],CM-Z [m],Ixx [kg-m^2],Iyy [kg-m^2],Izz [kg-m^2],Ixy [kg-m^2],Ixz [kg-m^2],Iyz [kg-m^2]
7.35E+22,0,0,0,1.77E+35,1.77E+35,1.78E+35,8.88E+34,8.87E+34,8.87E+34
